classname,method,docstring,annotations,method_definition
org.apache.commons.beanutils.MethodUtilsTestCase,void testInvokeMethodPrimitiveBoolean(),,,"public void testInvokeMethodPrimitiveBoolean() throws Exception {
        final PrimitiveBean bean = new PrimitiveBean();
        MethodUtils.invokeMethod(bean, ""setBoolean"", Boolean.FALSE);
        assertEquals(""Call boolean property using invokeMethod"", false, bean.getBoolean());
    }"
org.apache.commons.beanutils.MethodUtilsTestCase,void testInvokeMethodPrimitiveFloat(),,,"public void testInvokeMethodPrimitiveFloat() throws Exception {
        final PrimitiveBean bean = new PrimitiveBean();
        MethodUtils.invokeMethod(bean, ""setFloat"", Float.valueOf(20.0f));
        assertEquals(""Call float property using invokeMethod"", 20.0f, bean.getFloat(), 0.01f);
    }"
org.apache.commons.beanutils.MethodUtilsTestCase,void testInvokeMethodPrimitiveLong(),,,"public void testInvokeMethodPrimitiveLong() throws Exception {
        final PrimitiveBean bean = new PrimitiveBean();
        MethodUtils.invokeMethod(bean, ""setLong"", Long.valueOf(10));
        assertEquals(""Call long property using invokeMethod"", 10, bean.getLong());
    }"
org.apache.commons.beanutils.MethodUtilsTestCase,void testInvokeMethodPrimitiveInt(),,,"public void testInvokeMethodPrimitiveInt() throws Exception {
        final PrimitiveBean bean = new PrimitiveBean();
        MethodUtils.invokeMethod(bean, ""setInt"", Integer.valueOf(12));
        assertEquals(""Set int property using invokeMethod"", 12, bean.getInt());
    }"
org.apache.commons.beanutils.MethodUtilsTestCase,void testInvokeMethodPrimitiveDouble(),,,"public void testInvokeMethodPrimitiveDouble() throws Exception {
        final PrimitiveBean bean = new PrimitiveBean();
        MethodUtils.invokeMethod(bean, ""setDouble"", Double.valueOf(25.5d));
        assertEquals(""Set double property using invokeMethod"", 25.5d, bean.getDouble(), 0.01d);
    }"
org.apache.commons.beanutils.MethodUtilsTestCase,void testStaticInvokeMethod(),,,"public void testStaticInvokeMethod() throws Exception {

        Object value = null;
        int current = TestBean.currentCounter();

        value = MethodUtils.invokeStaticMethod(TestBean.class, ""currentCounter"", new Object[0]);
        assertEquals(""currentCounter value"", current, ((Integer) value).intValue());

        MethodUtils.invokeStaticMethod(TestBean.class, ""incrementCounter"", new Object[0]);
        current++;

        value = MethodUtils.invokeStaticMethod(TestBean.class, ""currentCounter"", new Object[0]);
        assertEquals(""currentCounter value"", current, ((Integer) value).intValue());

        MethodUtils.invokeStaticMethod(TestBean.class, ""incrementCounter"", new Object[] { new Integer(8) } );
        current += 8;

        value = MethodUtils.invokeStaticMethod(TestBean.class, ""currentCounter"", new Object[0]);
        assertEquals(""currentCounter value"", current, ((Integer) value).intValue());

        MethodUtils.invokeExactStaticMethod(TestBean.class, ""incrementCounter"",
            new Object[] { new Integer(8) }, new Class[] { Number.class } );
        current += 16;

        value = MethodUtils.invokeStaticMethod(TestBean.class, ""currentCounter"", new Object[0]);
        assertEquals(""currentCounter value"", current, ((Integer) value).intValue());
    }"
org.apache.commons.beanutils.MethodUtilsTestCase,void testInvokeStaticMethodNull(),,,"public void testInvokeStaticMethodNull() throws Exception {
        final int current = TestBean.currentCounter();
        final Object value = MethodUtils.invokeStaticMethod(TestBean.class, ""currentCounter"", (Object) null);
        assertEquals(""currentCounter value"", current, ((Integer) value).intValue());
    }"
org.apache.commons.beanutils.MethodUtilsTestCase,void testInvokeExactStaticMethodNull(),,,"public void testInvokeExactStaticMethodNull() throws Exception {
        final int current = TestBean.currentCounter();
        final Object value = MethodUtils.invokeExactStaticMethod(TestBean.class, ""currentCounter"", (Object) null);
        assertEquals(""currentCounter value"", current, ((Integer) value).intValue());
    }"
org.apache.commons.beanutils.MethodUtilsTestCase,void testSimpleStatic1(),"/**
     * Simple tests for accessing static methods via invokeMethod().
     */",,"public void testSimpleStatic1() {

        final TestBean bean = new TestBean();
        Object value = null;
        int current = TestBean.currentCounter();

        try {

            // Return initial value of the counter
            value = MethodUtils.invokeMethod
                (bean, ""currentCounter"", new Object[0], new Class[0]);
            assertNotNull(""currentCounter exists"", value);
            assertTrue(""currentCounter type"",value instanceof Integer);
            assertEquals(""currentCounter value"",current,((Integer)value).intValue());

            // Increment via no-arguments version
            MethodUtils.invokeMethod
                (bean, ""incrementCounter"", new Object[0], new Class[0]);

            // Validate updated value
            current++;
            value = MethodUtils.invokeMethod
                (bean, ""currentCounter"", new Object[0], new Class[0]);
            assertNotNull(""currentCounter exists"", value);
            assertTrue(""currentCounter type"",value instanceof Integer);
            assertEquals(""currentCounter value"",current,((Integer)value).intValue());

            // Increment via specified-argument version
            MethodUtils.invokeMethod
                (bean, ""incrementCounter"",
                 new Object[] { new Integer(5) },
                 new Class[] { Integer.TYPE });

            // Validate updated value
            current += 5;
            value = MethodUtils.invokeMethod
                (bean, ""currentCounter"", new Object[0], new Class[0]);
            assertNotNull(""currentCounter exists"", value);
            assertTrue(""currentCounter type"",value instanceof Integer);
            assertEquals(""currentCounter value"",current,((Integer)value).intValue());

        } catch (final Exception e) {
            fail(""Threw exception"" + e);
        }

    }"
org.apache.commons.beanutils.MethodUtilsTestCase,void testSimpleStatic2(),"/**
     * Simple tests for accessing static methods via invokeExactMethod().
     */",,"public void testSimpleStatic2() {

        final TestBean bean = new TestBean();
        Object value = null;
        int current = TestBean.currentCounter();

        try {

            // Return initial value of the counter
            value = MethodUtils.invokeExactMethod
                (bean, ""currentCounter"", new Object[0], new Class[0]);
            assertNotNull(""currentCounter exists"", value);
            assertTrue(""currentCounter type"",value instanceof Integer);
            assertEquals(""currentCounter value"",current,((Integer)value).intValue());

            // Increment via no-arguments version
            MethodUtils.invokeExactMethod
                (bean, ""incrementCounter"", new Object[0], new Class[0]);

            // Validate updated value
            current++;
            value = MethodUtils.invokeExactMethod
                (bean, ""currentCounter"", new Object[0], new Class[0]);
            assertNotNull(""currentCounter exists"", value);
            assertTrue(""currentCounter type"",value instanceof Integer);
            assertEquals(""currentCounter value"",current,((Integer)value).intValue());

            // Increment via specified-argument version
            MethodUtils.invokeExactMethod
                (bean, ""incrementCounter"",
                 new Object[] { new Integer(5) },
                 new Class[] { Integer.TYPE });

            // Validate updated value
            current += 5;
            value = MethodUtils.invokeExactMethod
                (bean, ""currentCounter"", new Object[0], new Class[0]);
            assertNotNull(""currentCounter exists"", value);
            assertTrue(""currentCounter type"",value instanceof Integer);
            assertEquals(""currentCounter value"",current,((Integer)value).intValue());

        } catch (final Exception e) {
            fail(""Threw exception"" + e);
        }

    }"
org.apache.commons.beanutils.MethodUtilsTestCase,void testSimpleStatic3(),"/**
     * Simple tests for accessing static methods via getAccessibleMethod()
     */",,"public void testSimpleStatic3() {

        Object value = null;
        int current = TestBean.currentCounter();

        try {

            // Acquire the methods we need
            final Method currentCounterMethod = MethodUtils.getAccessibleMethod
                (TestBean.class, ""currentCounter"",
                 new Class[0]);
            assertNotNull(""currentCounterMethod exists"",currentCounterMethod);
            assertEquals(""currentCounterMethod name"",""currentCounter"",currentCounterMethod.getName());
            assertEquals(""currentCounterMethod args"",0,currentCounterMethod.getParameterTypes().length);
            assertTrue(""currentCounterMethod public"",Modifier.isPublic(currentCounterMethod.getModifiers()));
            assertTrue(""currentCounterMethod static"",Modifier.isStatic(currentCounterMethod.getModifiers()));
            final Method incrementCounterMethod1 = MethodUtils.getAccessibleMethod
                (TestBean.class, ""incrementCounter"",
                 new Class[0]);
            assertNotNull(""incrementCounterMethod1 exists"",incrementCounterMethod1);
            assertEquals(""incrementCounterMethod1 name"",""incrementCounter"",incrementCounterMethod1.getName());
            assertEquals(""incrementCounterMethod1 args"",0,incrementCounterMethod1.getParameterTypes().length);
            assertTrue(""incrementCounterMethod1 public"",Modifier.isPublic(incrementCounterMethod1.getModifiers()));
            assertTrue(""incrementCounterMethod1 static"",Modifier.isStatic(incrementCounterMethod1.getModifiers()));
            final Method incrementCounterMethod2 = MethodUtils.getAccessibleMethod
                (TestBean.class, ""incrementCounter"",
                 new Class[] { Integer.TYPE });
            assertNotNull(""incrementCounterMethod2 exists"",incrementCounterMethod2);
            assertEquals(""incrementCounterMethod2 name"",""incrementCounter"",incrementCounterMethod2.getName());
            assertEquals(""incrementCounterMethod2 args"",1,incrementCounterMethod2.getParameterTypes().length);
            assertTrue(""incrementCounterMethod2 public"",Modifier.isPublic(incrementCounterMethod2.getModifiers()));
            assertTrue(""incrementCounterMethod2 static"",Modifier.isStatic(incrementCounterMethod2.getModifiers()));

            // Return initial value of the counter
            value = currentCounterMethod.invoke(null, new Object[0]);
            assertNotNull(""currentCounter exists"", value);
            assertTrue(""currentCounter type"",value instanceof Integer);
            assertEquals(""currentCounter value"",current,((Integer)value).intValue());

            // Increment via no-arguments version
            incrementCounterMethod1.invoke(null, new Object[0]);

            // Validate updated value
            current++;
            value = currentCounterMethod.invoke(null, new Object[0]);
            assertNotNull(""currentCounter exists"", value);
            assertTrue(""currentCounter type"",value instanceof Integer);
            assertEquals(""currentCounter value"",current,((Integer)value).intValue());

            // Increment via specified-argument version
            incrementCounterMethod2.invoke(null,
                                           new Object[] { new Integer(5) });

            // Validate updated value
            current += 5;
            value = currentCounterMethod.invoke(null, new Object[0]);
            assertNotNull(""currentCounter exists"", value);
            assertTrue(""currentCounter type"",value instanceof Integer);
            assertEquals(""currentCounter value"",current,((Integer)value).intValue());

        } catch (final Exception e) {
            fail(""Threw exception"" + e);
        }

    }"
